,name_production_company,revenue
10175,Applause Pictures,0.0
10176,,0.0
10177,Intrinsic Value Films,0.0
10178,"Y3 Film, Coop 99, Südwestrundfunk, Arte",0.0
10179,,3360000.0
10180,Twentieth Century Fox Film Corporation,24000000.0
10181,RKO Radio Pictures,0.0
10182,Stanley Kramer Productions,0.0
10183,,0.0
10184,"Gruppo Minerva International, Film Fund Luxembourg",0.0
10185,,0.0
10186,ApolloProScreen,0.0
10187,"Universal Pictures, De Haven Productions",0.0
10188,,0.0
10189,,0.0
10190,,0.0
10191,,0.0
10192,"Imagine Entertainment, Universal Pictures",0.0
10193,"RainCity Productions, SC Entertainment International",0.0
10194,,0.0
10195,Columbia Pictures,0.0
10196,,0.0
10197,,0.0
10198,Touchstone Pictures,0.0
10199,RKO Radio Pictures,0.0
10200,"City Heat Productions, Sagg Main Productions, Prufrock Pictures",0.0
10201,Pretty Pictures,0.0
10202,,0.0
10203,,0.0
10204,,0.0
10205,,0.0
10206,,0.0
10207,"Miramax Films, Dimension Films, MDP Worldwide",0.0
10208,"Paramount Pictures, DreamWorks SKG, Amblin Entertainment",591739379.0
10209,Margaret Fink Productions,0.0
10210,Toho Company,0.0
10211,Universal Pictures,0.0
10212,Lowndes Productions Limited,0.0
10213,"Wild Bunch, Buena Vista International Film Production France, National Geographic Films, Bonne Pioche",127392239.0
10214,"CinéCinéma, Arte France Cinéma, Natan Productions",0.0
10215,,0.0
10216,,0.0
10217,"Sequoia Productions, Sequoin Films",0.0
10218,"Twentieth Century Fox Film Corporation, Robert Simonds Productions, Runteldat Entertainment",16809014.0
10219,"United King Films, Rabinovich Film Fund Cinema Project",0.0
10220,Columbia Pictures,0.0
10221,"Vertigo Entertainment, Touchstone Pictures, Post No Bills Films, Pandemonium Productions",25473093.0
10222,Why Not Productions,0.0
10223,"Twentieth Century Fox Film Corporation, 1492 Pictures, Constantin Film Produktion, Marvel Enterprises",330579719.0
10224,Thinkfilm,1750211.0
10225,,0.0
10226,Shooting Gallery,0.0
10227,"New Line Cinema, Tapestry Films, Avery Pix",285176741.0
10228,Lions Gate Films,0.0
10229,,0.0
10230,"Universal Pictures, The Filmakers Group",0.0
10231,,0.0
10232,,0.0
10233,,0.0
10234,"StudioCanal, TPS Cinéma, Lunar Films, Ce Qui Me Meut Motion Pictures, France 2 Cinéma",23727301.0
10235,,0.0
10236,Zebra Films,0.0
10237,,0.0
10238,Theodora Productions,0.0
10239,,0.0
10240,"RKO Radio Pictures, Winchester Pictures Corporation",0.0
10241,,0.0
10242,,0.0
10243,,0.0
10244,TAO Film,0.0
10245,"Téléma Productions, France 2 Cinéma",0.0
10246,MTV Films,23563727.0
10247,"Palace Pictures, British Screen Productions, Wicked Films",5728953.0
10248,Universal Pictures,0.0
10249,"RKO Radio Pictures, Mercury Productions",0.0
10250,"Universal Pictures, StudioCanal, Working Title Films, WT2 Productions",0.0
10251,,76901.0
10252,DreamWorks SKG,162949164.0
10253,Paramount Pictures,34252847.0
10254,"Lions Gate Films, Cinerenta Medienbeteiligungs KG, Firm Films, Cinelamda Internationale Filmproduktionsgesellschaft",0.0
10255,"HBO Films, Picturehouse Entertainment",1928985.0
10256,"Alta Films, Tesela Producciones Cinematográficas",0.0
10257,"Walt Disney Pictures, Gunn Films",86369815.0
10258,"Laura Ziskin Productions, Original Film, Columbia Pictures Corporation, Phoenix Pictures, AFG Talons Productions",76932943.0
10259,"Team Todd, Ubu Productions",58405313.0
10260,Mighty Cheese Productions,0.0
10261,Bud Yorkin Productions,0.0
10262,"Columbia Pictures Corporation, Everglades Productions",0.0
10263,,0.0
10264,,0.0
10265,Paramount Pictures,0.0
10266,Troma Entertainment,0.0
10267,"Village Roadshow Productions, Greek Film Center, FilmNet",0.0
10268,"Channel Four Films, Palace Pictures, Shadow Theatre Films, British Screen Productions",0.0
10269,,0.0
10270,777 Films Corporation,0.0
10271,"Universal Pictures, Barry Mendel Productions",38869464.0
10272,,0.0
10273,,0.0
10274,Noble Media,0.0
10275,"United Producers, Ramesh Sippy Entertainment, Sippy Films",0.0
10276,"Bac Films, Focus Features, Five Roses",45742101.0
10277,Golden Harvest Company,0.0
10278,,0.0
10279,Bhansali Films,0.0
10280,,0.0
10281,Twentieth Century Fox Film Corporation,0.0
10282,Javelin Films,0.0
10283,Twentieth Century Fox Film Corporation,0.0
10284,"Wild Bunch, Pretty Dangerous Films, Departure Entertainment, Departure Studios, Artist Film, Above All Things Inc, Muse Productions, Snowfall Films",176153.0
10285,,0.0
10286,"Lions Gate Films, Artisan Entertainment, Marvel Enterprises",143000.0
10287,Herman Cohen Productions,0.0
10288,"Village Roadshow Pictures, Gerber Pictures, WV Films III",110803676.0
10289,"Lawrence Bender Productions, El Camino Pictures, Go Fish Pictures",0.0
10290,Tres Malandros,0.0
10291,,0.0
10292,"Columbia Pictures Corporation, Happy Madison Productions",22400154.0
10293,"Universal Pictures, MFPV Film, Double Feature Films, ShadowCatcher Entertainment, Daniel Bobker Productions, Brick Dust Productions LLC",91974818.0
10294,"Paramount Pictures, Di Bonaventura Pictures",92374674.0
10295,"Lawrence Bender Productions, Marty Katz Productions",10166502.0
10296,"Paramount Classics, Seven Arts Pictures",0.0
10297,Prospect Pictures,0.0
10298,Discovery Docs,0.0
10299,RAI Radiotelevisione Italiana,0.0
10300,,0.0
10301,Nick Stagliano,0.0
10302,Cinema Center Films,0.0
10303,Twentieth Century Fox Film Corporation,0.0
10304,,0.0
10305,"Columbia Pictures, Normandy Productions",0.0
10306,"Twentieth Century Fox Film Corporation, Saber Productions",0.0
10307,Show East,0.0
10308,"Columbia TriStar, Creature Features Productions LLC",0.0
10309,"Alphaville Films, USA Cable Network, Attila Productions",0.0
10310,Oceania Produzioni Internazionali Cinematografiche,0.0
10311,,0.0
10312,"rusty bear entertainment, lucky crow films",0.0
10313,TriStar Pictures,331816.0
10314,NWR Film Productions,0.0
10315,RKO Radio Pictures,0.0
10316,"John Wells Productions, Pandora Pictures, Gaylord Films",0.0
10317,"Columbia Pictures Corporation, Transcontinental Films, Robert Laffont Productions",0.0
10318,"Pyramide Productions, Passion Pictures, France 2 Cinéma, Huit et Demi Productions",0.0
10319,Monogram Pictures,0.0
10320,Halas and Batchelor Cartoon Films,0.0
10321,"Winterfilm Collective, Vietnam Veterans Against the War",0.0
10322,,0.0
10323,,0.0
10324,"United Artists, Trans World Entertainment",27843.0
10325,,0.0
10326,Making Movies,0.0
10327,"Pacific Western, HBO, HBO Films",0.0
10328,ITC Films,0.0
10329,,0.0
10330,,0.0
10331,Applause Bhansali Productions,733094.0
10332,"Universal Pictures, Apatow Productions",109449237.0
10333,,0.0
10334,British National Films,0.0
10335,"Alpine Pictures, Scary Movies LLC, Toolbox Films",0.0
10336,"DreamWorks SKG, BenderSpink",57891803.0
10337,Dry County Films,0.0
10338,Ashton Productions,0.0
10339,"Red Chillies Entertainment, Eros International",0.0
10340,Yash Raj Films,100000000.0
10341,,0.0
10342,,0.0
10343,Twentieth Century Fox Film Corporation,0.0
10344,"Les Films du Losange, Wega Film, BIM Distribuzione, Centre National de la Cinématographie, France 3 Cinéma, Eurimages, Bavaria Film, Studio Canal, Arte France Cinéma, Filmfonds Wien, Österreichisches Filminstitut",36000000.0
10345,"Xaloc, Sogepaq",0.0
10346,"Cecchi Gori Group Tiger Cinematografica, AMLF, Bavaria Entertainment",1644060.0
10347,High Road,0.0
10348,,0.0
10349,Mosfilm,0.0
10350,Golden Harvest Company,0.0
10351,Tag Entertainment,3102550.0
10352,"Vanguard Films, Scanbox",19478106.0
10353,"The Weinstein Company, Summit Entertainment, Atlas Entertainment, Mosaic Media Group, Reforma Films, Dimension Films, Revolution Sun Studios",105316267.0
10354,Columbia Pictures,0.0
10355,"Monogram Pictures, Banner Productions",0.0
10356,Teodora Film,0.0
10357,Gimages Développement,0.0
10358,"IFC Films, IFC Productions",0.0
10359,"Lakeshore Entertainment, Cinerenta Medienbeteiligungs KG, Screen Gems, Cineblue Internationale Filmproduktionsgesellschaft, City Productions",15007991.0
10360,"Lakeshore Entertainment, Intermedia Films, Cinerenta Medienbeteiligungs KG",1046166.0
10361,"Thats Hollywood, Green Diamond Entertainment, Ten Deeds",0.0
10362,"Studio Babelsberg, Epsilon Motion Pictures, UK Film Council, Scion Films, Focus Features, Blue Sky Films, Potboiler Productions",82466670.0
10363,"Twentieth Century Fox Film Corporation, Current Entertainment, TF1 Films Production, TPS Star, EuropaCorp",85167639.0
10364,,0.0
10365,"DreamWorks SKG, UIP",102854431.0
10366,"Miramax Films, Endgame Entertainment",7535331.0
10367,"Saturn Films, Ascendant Pictures, Endgame Entertainment, Entertainment Manufacturing Company, Rising Star, Copag V",24127895.0
10368,"Collision Entertainment, Outerbanks Entertainment, Dimension Films",0.0
10369,Universal Pictures,10047674.0
10370,"Stillking Films, Big Beach Films, Telegraph Films",2697930.0
10371,"Sony Pictures Classics, Bob Yari Productions",1919197.0
10372,,0.0
10373,,0.0
10374,,3020784.0
10375,Twentieth Century Fox Film Corporation,0.0
10376,Paramount Pictures,0.0
10377,"Dan Films, Marianna Films",0.0
10378,,0.0
10379,"20th Century Fox Television, Fuzzy Door Productions",0.0
10380,,0.0
10381,"Cannon Group, Cannon Films",13168027.0
10382,"Velvet Film, CINEFACTO, HBO Films",0.0
10383,,0.0
10384,,0.0
10385,,0.0
10386,Productions Sigma,0.0
10387,Paramount Pictures,0.0
10388,,0.0
10389,Joe Rock Productions,0.0
10390,Columbia Pictures Corporation,0.0
10391,,0.0
10392,,0.0
10393,"Tritone Cinematografica, Atlántida Films",0.0
10394,Paramount Pictures,0.0
10395,Bizarre Productions,0.0
10396,Palladium Film,0.0
10397,Shaw Brothers,0.0
10398,RKO Radio Pictures,0.0
10399,"Di Bonaventura Pictures, John Wells Productions, Reaper Productions, Stillking Films, Babelsberg Film, Doom Productions, Distant Planet Productions",55987321.0
10400,"New Line Cinema, Metropolitan Filmexport, Scott Free Productions, Domino 17521",22944502.0
10401,Eden Rock Media,18637690.0
10402,"Paramount Pictures, Lakeshore Entertainment, MTV Films, Colossal Pictures, Valhalla Motion Pictures, MTV Productions",52304001.0
10403,,0.0
10404,,0.0
10405,"Miramax Films, Revolution Studios, Persistent Entertainment, The Ladd Company, Unfinished Films",18618284.0
10406,New Line Cinema,12382362.0
10407,Tohokushinsha Film,0.0
10408,Werner Herzog Filmproduktion,0.0
10409,Paramount Pictures,0.0
10410,"Memfis Film, Film i Väst",0.0
10411,,0.0
10412,"Columbia Pictures, Rastar Films",0.0
10413,,0.0
10414,"Lakeshore Entertainment, Firm Films, Screen Gems",144216468.0
10415,"Imagine Entertainment, Touchstone Pictures",223387299.0
10416,"Tim Burton Productions, Laika Entertainment, Patalex Productions",117195061.0
10417,Odd Lot Entertainment,3154346.0
10418,"New Line Cinema, DC Comics, BenderSpink",60740827.0
10419,ETIC Films,42093706.0
10420,Walt Disney Pictures,15431177.0
10421,"Sony Pictures Classics, Manitoba Film and Video Production Tax Credit, Province of British Columbia Production Services Tax Credit, Infinity Media",49084830.0
10422,RKO Radio Pictures,0.0
10423,Columbia Pictures Corporation,0.0
10424,,0.0
10425,Square Enix,0.0
10426,Bac Films,0.0
10427,Fox Searchlight Pictures,0.0
10428,,0.0
10429,"Columbia Pictures Corporation, Mandalay Pictures",44434439.0
10430,,0.0
10431,Destination Films,866999.0
10432,,0.0
10433,"Ex Nihilo, Ateliers de Baere, Blue Light",0.0
10434,"Coproduction Office, Hubert Bals Fund, Filmocom",0.0
10435,,0.0
10436,,0.0
10437,"Cineriz, Rizzoli Film",0.0
10438,"Lakeshore Entertainment, Media Pro Pictures, Redbus Pictures, Lakeshore International, Madhouse Productions",0.0
10439,"Skyline Films, Vertigo Productions, France 2 Cinéma",0.0
10440,,0.0
10441,,0.0
10442,"Aardman Animations, DreamWorks Animation",192452832.0
10443,Film Workshop,0.0
10444,Silver Pictures,15785148.0
10445,,0.0
10446,,0.0
10447,Applause Pictures,0.0
10448,Zespół Filmowy TOR,0.0
10449,,0.0
10450,"Magnolia Pictures, Extension 765",0.0
10454,"Téléfilm Canada, Spice Factory, Endgame Entertainment, Movision, The Film Works, Union Station Media, Icelandic Film Corporation",92076.0
10455,,0.0
10456,Filmové Studio Barrandov,0.0
10457,,0.0
10458,Paramount Pictures,0.0
10459,"Touchstone Pictures, Milkshake Films",27610873.0
10460,"Charlie Guidance, Flux Films, High Line Productions, Tiny Dancer Films",0.0
10461,Filmquadrat,0.0
10462,"Avenue Pictures Productions, Panorama Films, HBO Films",0.0
10463,Showtime Networks,0.0
10464,"New Century Entertainment Corporation, Alliance Entertainment, Turbo Productions",3500000.0
10465,"Celluloid Dreams, Bulbul Films",0.0
10466,Maran Film,0.0
10467,,0.0
10468,"Sony Pictures Classics, Reverse Angle International, Océanic Films, Road Movies Filmproduktion, EuroArts Medien AG, Wim Wenders Stiftung",0.0
10469,,0.0
10470,"Fox 2000 Pictures, Deuce Three Productions, Scott Free Productions",83073883.0
10471,Film i Skåne,0.0
10472,"Filmlance International AB, Kinoproduction Oy",0.0
10473,"Allied Artists Pictures, Samuel Bronston Productions",10000000.0
10474,Anchor Bay Entertainment,0.0
10475,,0.0
10476,"Chartwell, Francoise",0.0
10477,,0.0
10478,"Destination Films, Samuel Goldwyn Films, Sony Pictures International",11098131.0
10479,"Universal Pictures, Morgan Creek Productions",30526509.0
10480,"DNA Films, UK Film Council, Celador Films",0.0
10481,"Sonet Film AB, Film i Skåne, Dansk Skalle HB",0.0
10482,Energia Productions,0.0
10483,,0.0
10484,"River Road Entertainment, Alberta Film Entertainment, Focus Features, Good Machine",178043761.0
10485,,0.0
10486,"Paramount Pictures, Vinyl Films, KMP Film Invest",52034889.0
10487,"Participant Media, Nick Wechsler Productions",25224242.0
10488,Farabi Cinema Foundation,0.0
10489,"2929 Productions, Participant Productions, Davis Films, Section Eight Productions, Redbus Pictures, Tohokushinsha",54600000.0
10490,"Paramount Pictures, Paramount",0.0
10491,"DreamWorks SKG, Hyde Park Entertainment",0.0
10492,"StudioCanal, Eurimages, Rai Cinema, Taurus Produktion, Boyana Film, Cinemaundici",0.0
10493,Paramount Pictures,0.0
10494,"Autonomous, UK Film Council, Surefire Film Productions, Pictures in Paradise, Pacific Film and Television Commission, Film Consortium, National Lottery through UK Film Council",5048693.0
10495,,0.0
10496,,0.0
10497,Hodcarrier Films,0.0
10498,"Revolution Studios, Debra Hill Productions",46201432.0
10499,,0.0
10500,,0.0
10501,,0.0
10502,,0.0
10503,"Epsilon Motion Pictures, Hyde Park Films, Shopgirl, Touchstone Pictures",11588205.0
10504,Kids in America LLC,0.0
10505,Serendipity Point Films,0.0
10506,Talent Network Media GmbH,0.0
10507,Lookalike Productions LLC,23578.0
10508,"Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures",8342132.0
10509,,0.0
10510,"Amblin Entertainment, Columbia Pictures Corporation",142400065.0
10511,Open Doors Films,0.0
10512,,0.0
10513,"Paramount Pictures, Escape Artists",12482775.0
10514,"Lions Gate Films, Got Films, Twisted Pictures, Evolution Entertainment, Saw 2 Productions",152925093.0
10515,"Universal Pictures, Team Todd, Prime Film Productions LLC, Younger Than You",0.0
10516,Toho Company,0.0
10517,Twentieth Century Fox Film Corporation,0.0
10518,,11837022.0
10519,,0.0
10520,Paramount Pictures,0.0
10521,Det Danske Filminstitut,0.0
10522,"Rafran Cinematografica, AMLF",0.0
10523,Aetos Produzioni Cinematografiche,0.0
10524,"Porchlight Films, Mullis Capital Independent",0.0
10525,Rogue Pictures,0.0
10526,"Stanley Kramer Productions, Screen Plays",0.0
10527,Les Films ABC,0.0
10528,"Les Films Alain Sarde, StudioCanal, Rasta Film, Rasta Films",0.0
10529,,0.0
10530,,0.0
10531,Arwin Productions,0.0
10532,"Gaumont, TF1 Films Production, Kairos",11875866.0
10533,,0.0
10534,Titanus,0.0
10535,,0.0
10536,Nimbus Film Productions,0.0
10537,"Zentropa Entertainments, Arte, Memfis Film, Isabella Films BV, Degeto Film, Ognon Pictures, Arte France Cinéma, Alan Young Pictures, Film i Väst, Invicta Capital, Edith Film Oy, Pain Unlimited GmbH Filmproduktion, Sigma Films, Manderlay",674918.0
10538,Twentieth Century Fox Film Corporation,0.0
10539,,0.0
10540,"Ixtlan, Monument Pictures",0.0
10541,Twentieth Century Fox Film Corporation,8720000.0
10542,,0.0
10543,Les Films du Carrosse,0.0
10544,Cine Pantera,0.0
10545,"Bac Films, Sacher Film",0.0
10546,,0.0
10547,Lewis Motion Picture Enterprisee,0.0
10548,"Destination Films, Isle of Man Film, Toff Guy Films, EuropaCorp",0.0
10549,"Dragon Pictures, GAGA, Takeuchi Entertainment",0.0
10550,Furst Films,0.0
10551,"Universal Pictures, Neal Street Productions, Red Wagon Entertainment, Motion Picture KAPPA Produktionsgesellschaft",96889998.0
10552,,0.0
10553,,0.0
10554,"Walt Disney Pictures, Walt Disney Feature Animation",314432665.0
10555,United Artists,2945242.0
10556,,0.0
10557,"EM Media, Big Arty Productions, Film4, Warp Films",0.0
10558,"Senator Film Produktion, Media Pro Pictures, TF1 Films Production, The Bureau, Artémis Productions, Les Productions de la Guéville",17709155.0
10559,"Fénix Cooperativa Cinematográfica, Corona Filmproduktion, Filmar Compagnia Cinematografica, Towers of London",0.0
10560,Hammer Film Productions,0.0
10561,,0.0
10562,Amicus Productions,0.0
10563,Planet Film Productions,0.0
10564,Hammer Film Productions,0.0
10565,,0.0
10566,"Svenska Filminstitutet, Villealfa Filmproduction Oy, Finnkino Oy, Esselte Video",0.0
10567,"Villealfa Filmproduction Oy, Asya Film, Marianna Films",0.0
10568,,0.0
10569,"Paramount Pictures, MTV Films",46442528.0
10570,,0.0
10571,"Cinerenta Medienbeteiligungs KG, Cinezeta, BenderSpink, Inferno Distribution, Infinity Media, Just Friends Productions",50817508.0
10572,"Section Eight, Participant Media, FilmWorks, 4M, MID Foundation",94000000.0
10573,Villealfa Filmproduction Oy,0.0
10574,,0.0
10575,,0.0
10576,,0.0
10577,"Miramax Films, Di Bonaventura Pictures, Patalex V Productions Limited",57479076.0
10578,"Filmstiftung NRW, Dan Films, UK Film Council, Zero Film GmbH",0.0
10579,"Universal Pictures, StudioCanal, Scion Films, Focus Features, Working Title Films",121147947.0
10580,Lunacy Unlimited Productions,0.0
10581,"VIP 3 Medienfonds, Brightlight Pictures, Ascendant Pictures, Rising Star, Nu Image Entertainment GmbH, Millennium Films",0.0
10582,"Lions Gate Films, Gun for Hire Films",0.0
10583,"Australian Film Finance Corporation, South Australian Film Corporation, 403 Productions, True Crime Channel",27762648.0
10584,"Celador Films, Pathé, Northmen Productions",0.0
10585,,0.0
10586,,0.0
10587,Twentieth Century Fox Film Corporation,0.0
10588,"Patalex IV Productions Limited, Heyday Films",895921036.0
10589,Nina Saxon Film Design,0.0
10590,"Tree Line Films, Konrad Pictures, Catfish Productions, Fox 2000 Pictures, Mars Media Beteiligungs",186438883.0
10591,"Columbia Pictures, 1492 Pictures, Revolution Studios",31670620.0
10592,Shochiku Company,0.0
10593,,0.0
10594,Doria,0.0
10595,"Columbia Pictures Corporation, Teitler Film, Michael De Luca Productions, Radar Pictures",64321501.0
10596,Téléfilm Canada,0.0
10597,Plum Pictures,0.0
10598,,0.0
10599,,0.0
10600,,6856989.0
10601,,0.0
10602,"Bona Fide Productions, Focus Features",0.0
10603,"Paramount Pictures, Columbia Pictures Corporation, Nickelodeon Movies, Robert Simonds Productions, Time Productions",72028752.0
10604,,0.0
10605,"First Choice Films, Isle of Man Film",0.0
10606,,739690.0
10607,Richmond Productions,0.0
10608,Batjac Productions,0.0
10609,"Seda Spettacoli, Glazier",0.0
10610,Beyond Films,0.0
10611,Nikkatsu,0.0
10612,,0.0
10613,Hammer Film Productions,0.0
10614,,0.0
10615,"TF1 Films Productions, Téléma Productions, TPS Star",0.0
10616,"Twentieth Century Fox Film Corporation, EMI Films",0.0
10617,,0.0
10618,,0.0
10619,DreamWorks,85306374.0
10620,Producciones Barbachano Ponce,0.0
10621,,0.0
10622,Eve Productions,0.0
10623,Casablanca Filmworks,0.0
10624,"Holedigger Films, Twopoundbad, Rebel Park Pictures",0.0
10625,,0.0
10626,,0.0
10627,,38.0
10628,,0.0
10629,"Lama Films, Augustus Film, Lama Productions, Lumer Films, Hazazah Film, Razor Film Produktion GmbH, Eurimages, Nederlands Fonds voor de Film, Arte France Cinéma",3357075.0
10630,,0.0
10631,"Walt Disney, Walden Media",748806957.0
10632,"WingNut Films, Universal Pictures, Big Primate Pictures, MFPV Film",550000000.0
10633,"DreamWorks SKG, Spyglass Entertainment, Columbia Pictures Corporation, Red Wagon Productions",162242962.0
10634,Fox 2000 Pictures,0.0
10635,,0.0
10636,Twentieth Century Fox Film Corporation,0.0
10637,,0.0
10638,,62153.0
10639,,0.0
10640,Toho Company,0.0
10641,,0.0
10642,Mehboob Productions,0.0
10643,,0.0
10644,,0.0
10645,"Mosfilm, TsOKS",0.0
10646,First Floor Features,163169.0
10647,Pioneer Films,0.0
10648,,0.0
10649,"Companhia Cinematográfica Serrador, Coline, Carnaval Unifilm",0.0
10650,Miramax Films,17297244.0
10651,Hibiscus Films,0.0
10652,Brave New Films,0.0
10653,Andrew Stevens Entertainment,0.0
10654,,0.0
10655,,0.0
10656,Columbia Pictures Corporation,0.0
10657,,84967.0
10658,,0.0
10659,Sanford,0.0
10660,,0.0
10661,"Office Kitano, Toho Company, Totsu",0.0
10662,Boogui Cinema,0.0
10663,Saerom Entertainment,0.0
10664,Tube Entertainment,0.0
10665,"The Rank Organisation, Les Films Corona",0.0
10666,,0.0
10667,"The Javelina Film Company, EuropaCorp",12036149.0
10668,Twentieth Century Fox Film Corporation,0.0
10669,,0.0
10670,"Sandrews, Film i Väst, Göta Film, MTV Produktion",0.0
10671,"Sonet Film AB, Film Väst",0.0
10672,"Aura Films, Naya Films SA, Productores Asociados SA",0.0
10673,Columbia Pictures Corporation,0.0
10674,"Sancrosiap, Corona Filmproduktion",0.0
10675,"DreamWorks SKG, Universal Pictures, Amblin Entertainment, Peninsula Films, Alliance Atlantis Communications, Barry Mendel Productions",130358911.0
10676,"Sony Pictures, Gaumont Columbia Tristar Films",38058335.0
10677,"IFC Films, The Weinstein Company",13350369.0
10678,"Village Roadshow Pictures, Section Eight, Spring Creek Productions",88933562.0
10679,"Twentieth Century Fox Film Corporation, 21 Laps Entertainment, Dozen Canada Productions",129181830.0
10680,"Imagine Entertainment, Columbia Pictures Corporation, JC 23 Entertainment",202026112.0
10681,Fox Searchlight Pictures,40442437.0
10682,"The Mark Gordon Company, Touchstone Pictures, Power, Gondola Pictures",37691644.0
10683,,0.0
10684,"Sony Pictures Classics, Shanghai Film Group, Merchant Ivory Productions",0.0
10685,"Big Screen Entertainment Group, Palisades Pictures, DEJ Productions, Double Down Entertainment",0.0
10686,,0.0
10687,,0.0
10688,,0.0
10689,,0.0
10690,"Icon Productions, Tiger Aspect Productions, Fragile Films",0.0
10691,Filmové Studio Barrandov,0.0
10692,,0.0
10693,Pixar Animation Studios,0.0
10694,Summit Entertainment,18564702.0
10695,Red Chillies Entertainment,0.0
10696,"WGBH, Carlton Television",0.0
10697,Shôchiku Eiga,0.0
10698,"Trimark Pictures, Image Organization",0.0
10699,,0.0
10700,,0.0
10701,,0.0
10702,,0.0
10703,,0.0
10704,,0.0
10705,,0.0
10706,High Bar Productions,0.0
10707,"New Line Cinema, First Foot Films, Sunflower Productions, Sarah Green Film, The Virginia Company LLC",30536013.0
10708,CoMix Wave,0.0
10709,,0.0
10710,,0.0
10711,RKO Radio Pictures,0.0
10712,Ealing Studios,0.0
10713,"Ealing Studios, General Film Distributors",0.0
10714,Ealing Studios,0.0
10715,,0.0
10716,George Pal Productions,0.0
10717,Toho Company,0.0
10718,Columbia Pictures,0.0
10719,La Deantir,0.0
10720,,0.0
10721,,0.0
10722,"CJ Capital Investment, Korea Capital Investment, Moho Films, TSJ Entertainment, Samsung Venture Capital, Ilshin Capital Investments, Centurion Investment",23803308.0
10723,"Agencja Produkcji Filmowej, Best Film",0.0
10724,,0.0
10725,,0.0
10726,"Splendid Pictures, Davis Entertainment Filmworks",0.0
10727,,0.0
10728,NHK Enterprises,0.0
10729,"The Rank Organisation, Ivan Foxwell Productions",0.0
10730,Ortus Films,0.0
10731,"Distant Horizons, HBO Films, Dv8, Exciting Films",0.0
10732,,0.0
10733,,0.0
10734,"Canal Plus, TF1 Films Production, EuropaCorp",9584131.0
10735,Boll KG,2405420.0
10736,"International Production Company, Raw Nerve, Lionsgate, Next Entertainment, Screen Gems, Hostel LLC",80578934.0
10737,"Twentieth Century Fox Film Corporation, Happy Madison Productions",6538177.0
10738,"Twentieth Century Fox Film Corporation, Epsilon Motion Pictures, Franchise Pictures, Scott Free Productions, World 2000 Entertainment, Stillking Films",28000000.0
10739,Walt Disney Pictures,42647449.0
10740,Paramount Pictures,38399961.0
10741,"The Weinstein Company, Kanbar Entertainment, Blue Yonder Films",51053787.0
10742,,0.0
10743,"Lakeshore Entertainment, Screen Gems",111340801.0
10744,"Thinkfilm, Kintop Pictures, Seventh Picture Productions LLC",0.0
10745,"Saban Entertainment, 20th Century Fox Home Entertainment, The Harvey Entertainment Company",0.0
10746,The Rank Organisation,0.0
10747,Dovzhenko Film Studios,0.0
10748,"Universal TV, Niki Marvin Productions",0.0
10749,"Twins Japan, Kansai Telecasting Corporation",0.0
10750,,0.0
10751,Tekli British Productions,0.0
10752,"Toho Company, Edko Films, Zhang Yimou Studio, Elite Group Entertainment, Gilla Company",3752325.0
10753,"Les Films du Carrosse, Soprofilms, Films A2",0.0
10754,"Goldcrest Films International, Viking Films",358574.0
10755,,0.0
10756,,0.0
10757,,0.0
10758,"Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures, Pariah",1117920.0
10759,Joyoung Films,0.0
10760,Films Albatros,0.0
10761,,0.0
10762,"La Parti Productions, The Film, Backup Films, Studio Canal, Tarantula",0.0
10763,,0.0
10764,Hammer Film Productions,0.0
10765,"Miramax Films, Dimension Films",0.0
10766,Park Place Production,0.0
10767,Daiei Studios,0.0
10768,Orion Pictures,0.0
10769,Koktebel Film Company,0.0
10770,Bernard Woolner Productions,0.0
10771,"Sandstorm Films, Screen Gems",0.0
10772,"20th Century Fox, OK Films, Chemo, Shok Films Argentina",0.0
10773,Guacamole Films,0.0
10774,"Sedic, Excellent Film",0.0
10775,USA Network,0.0
10776,"David Hamilton Productions, Echo Lake Productions, Flagship International, Noble Nomad Pictures",10422387.0
10777,"Hallmark Entertainment, De Passe Entertainment",0.0
10778,"Goldkind Filmproduktion, Broth Film",0.0
10779,,0.0
10780,Filmituotanto Spede Pasanen,0.0
10781,,0.0
10782,"New Zealand Film Commission, 2929 Productions, Tanlay, New Zealand Film Production Fund, 3 Dogs and a Pony, Park Road Post",0.0
10783,,0.0
10784,"Ultra Films, TF1 Films Production, TPS Star, EuropaCorp",10496317.0
10785,Central Independent Television,0.0
10786,"Revolution Films, BBC Films, Baby Cow Productions, EM Media, Scion Films, East Midlands Media Initiative",0.0
10787,Columbia Pictures Corporation,0.0
10788,Les Films du Losange,0.0
10789,,0.0
10790,,0.0
10791,,0.0
10792,,0.0
10793,"Trinacra Films, CCFC",0.0
10794,Touchstone Pictures,17496992.0
10795,"Twentieth Century Fox Film Corporation, Regency Enterprises, Epsilon Motion Pictures, Firm Films, Deep River Productions, New Regency Pictures, Ed Friendly Productions, Runteldat Entertainment, Big Lou House Productions",138259062.0
10796,"Universal Pictures, Three Strange Angels, Studio Canal, Working Title Films, Nanny McPhee Productions",122489822.0
10797,Gina Production,0.0
10798,,0.0
10799,"Constantin Film, Impact Pictures, Isle of Man Film, UK Film Council",0.0
10800,,0.0
10801,Paramount Pictures,0.0
10802,Arwin Productions,0.0
