,title,release_year,popularity
6625,Anything Else,2003,11.10416
6626,Cold Creek Manor,2003,5.84474
6627,The Fighting Temptations,2003,2.18689
6628,Secondhand Lions,2003,8.636608
6629,Underworld,2003,20.624333
6630,Bubba Ho-tep,2002,5.574383
6631,Casa de los Babys,2003,2.329471
6632,Demonlover,2002,5.821242
6633,Esmeraldero,2003,0.002353
6634,Close Your Eyes,2002,6.327386
6635,In This World,2002,0.907637
6636,Tibet: Cry of the Snow Lion,2002,0.152361
6637,Yossi & Jagger,2002,1.948701
6638,Duplex,2003,12.160363
6639,The Rundown,2003,8.304835
6640,Under the Tuscan Sun,2003,8.508008
6641,Camera Obscura,2000,0.037259
6642,Kart Racer,2003,0.700658
6643,Luther,2003,7.182909
6644,Mambo Italiano,2003,2.873356
6645,My Life Without Me,2003,10.310508
6646,National Lampoon Presents Dorm Daze,2003,4.640429
6647,To Be and to Have,2002,1.57002
6648,The Triplets of Belleville,2003,8.35586
6649,Videodrome,1983,7.945039
6650,Life and Debt,2003,0.250317
6651,Lagaan: Once Upon a Time in India,2001,4.97451
6652,Judgment at Nuremberg,1961,9.697105
6653,Journey of Hope,1990,0.022568
6654,"Same Time, Next Year",1978,2.103581
6655,A Brief History of Time,1991,2.4312
6656,Jacob the Liar,1974,2.072612
6657,Leningrad Cowboys Go America,1989,6.590913
6658,The Rules of the Game,1939,5.568997
6659,The Song Remains the Same,1976,1.974016
6660,Seven Brides for Seven Brothers,1954,5.748536
6661,Kiss of the Spider Woman,1985,3.570377
6662,All the President's Men,1976,12.421754
6663,Angie,1994,0.603104
6664,The Apartment,1996,6.228174
6665,Avalon,2001,5.019679
6666,Babette's Feast,1987,10.139954
6667,The Barber of Siberia,1998,1.928011
6668,Beethoven,1992,9.322717
6669,Beethoven's 2nd,1993,5.886769
6670,Black Moon Rising,1986,2.379451
6671,Boyz n the Hood,1991,6.866506
6672,Bugsy,1991,5.516316
6673,Bugsy Malone,1976,5.348193
6674,By the Sword,1991,0.460399
6675,Cobra,1986,6.892829
6676,Common Wealth,2000,3.693966
6677,Consenting Adults,1992,2.967012
6678,Phenomena,1985,5.621519
6679,Crimewave,1985,3.718284
6680,Crying Freeman,1995,7.603066
6681,Time and Tide,2000,2.587753
6682,The Meaning of Life,1983,11.085432
6683,Where Eagles Dare,1968,12.088407
6684,Tightrope,1984,8.991304
6685,Sleeping with the Enemy,1991,8.560694
6686,PCU,1994,8.888278
6687,The Rookie,1990,8.110591
6688,The Ghost & Mr. Chicken,1966,1.907872
6689,City Heat,1984,12.881025
6690,Into the Night,1985,5.709878
6691,Three O'Clock High,1987,3.552005
6692,White Hunter Black Heart,1990,3.82281
6693,Come and See,1985,12.643242
6694,A Rage in Harlem,1991,2.404818
6695,Ginger Snaps,2000,5.603312
6696,More American Graffiti,1979,3.084426
6697,The Ballad of Little Jo,1993,1.049852
6698,Under Suspicion,1991,2.774589
6699,Ruby,1992,0.289508
6700,The Reluctant Astronaut,1967,1.765691
6701,The Shakiest Gun in the West,1968,1.053244
6702,It's Pat,1994,2.022118
6703,Sunday in the Country,1974,0.003013
6704,The Gun in Betty Lou's Handbag,1992,1.386549
6705,Sudden Fear,1952,1.184996
6706,Nobody's Baby,2001,0.8724
6707,Regarding Henry,1991,6.972737
6708,The Debut,2000,0.212418
6709,Wilder Napalm,1993,1.765977
6710,Contamination,1980,1.06063
6711,The Amazing Transparent Man,1960,1.492473
6712,Love Affair,1939,3.251277
6713,Once in the Life,2000,0.241579
6714,Try Seventeen,2002,2.814091
6715,The Hospital,1971,2.523584
6716,Article 99,1992,2.471038
6717,Images,1972,1.689005
6718,Eureka,1983,1.721489
6719,Oleanna,1994,1.954153
6720,Chattahoochee,1989,1.777657
6721,Tough Guys Don't Dance,1987,0.957019
6722,There Goes My Baby,1994,0.377787
6723,Kingdom of the Spiders,1977,2.884359
6724,Scrooge,1970,10.012358
6725,Leap of Faith,1992,5.25527
6726,Gas Food Lodging,1992,1.072438
6727,In Cold Blood,1967,8.592792
6728,Campus Man,1987,0.000844
6729,The Bedford Incident,1965,2.61096
6730,Murderous Maids,2000,0.607812
6731,Yankee Doodle Dandy,1942,3.658274
6732,Ninja Scroll,1993,7.634365
6733,Knife in the Water,1962,9.474616
6734,The Devil and Daniel Webster,1941,6.735297
6735,Mobsters,1991,12.511561
6736,Charlotte Sometimes,2002,0.193088
6737,Out of Time,2003,10.738888
6738,School of Rock,2003,17.95142
6739,Concert for George,2002,1.416876
6740,The Event,2003,0.213473
6741,9 Dead Gay Guys,2003,1.055872
6742,The Station Agent,2003,5.85469
6743,Wonderland,2003,8.062123
6744,Bus 174,2002,1.512013
6745,Mystic River,2003,12.602438
6746,Good Boy!,2003,6.575505
6747,House of the Dead,2003,5.701278
6748,Intolerable Cruelty,2003,13.469862
6749,Kill Bill: Vol. 1,2003,25.261865
6750,Dopamine,2003,0.401575
6751,The Flower of Evil,2003,1.528012
6752,Girls Will Be Girls,2003,0.450419
6753,Porn Theater,2002,1.75109
6754,Runaway Jury,2003,8.810961
6755,The Texas Chainsaw Massacre,2003,7.810068
6756,Pieces of April,2003,4.19275
6757,Returner,2002,4.223815
6758,Sylvia,2003,11.37237
6759,Veronica Guerin,2003,9.548519
6760,In the Cut,2003,5.799628
6761,Beyond Borders,2003,8.940335
6762,Radio,2003,5.81647
6763,Scary Movie 3,2003,11.142209
6764,Brother Bear,2003,12.300905
6765,Elephant,2003,6.447312
6766,Gypsy 83,2001,0.469538
6767,The Singing Detective,2003,12.650143
6768,The Italian Job,1969,9.371815
6769,Impulse,1984,0.47699
6770,Normal,2003,4.898537
6771,Shoah,1985,1.978031
6772,Unconditional Love,2002,8.173719
6773,Sweet Sixteen,2002,12.130265
6774,Alien from L.A.,1988,1.377641
6775,Black Sunday,1977,4.05337
6776,Men of Respect,1990,0.843494
6777,Interstate 60,2002,7.335241
6778,Lipstick,1976,0.522987
6779,Storyville,1992,0.810096
6780,That was Then... This is Now,1985,0.619283
6781,Holy Matrimony,1994,2.293644
6782,The Black Scorpion,1957,0.748812
6783,The Eye,2002,4.827322
6784,Captain Kronos: Vampire Hunter,1974,2.980415
6785,The Jolson Story,1946,1.193303
6786,You'll Never Get Rich,1941,3.467439
6787,Frankenstein and the Monster from Hell,1973,8.388808
6788,Preaching to the Perverted,1997,1.25361
6789,Chicago Joe and the Showgirl,1990,0.751073
6790,The Magic Sword,1962,1.362469
6791,Promised Land,1987,0.809129
6792,Aparajito,1956,2.80051
6793,The Hired Hand,1971,1.500499
6794,Le Cercle Rouge,1970,6.616907
6795,Man of Marble,1977,2.78344
6796,Sherlock Holmes and the Voice of Terror,1942,2.134728
6797,Sherlock Holmes Faces Death,1943,1.454775
6798,Sherlock Holmes in Washington,1943,5.165507
6799,The Solid Gold Cadillac,1956,0.441071
6800,The Human Stain,2003,8.408429
6801,"Die, Mommie, Die!",2003,0.950658
6802,Dirt,2001,0.078905
6803,Girlhood,2003,0.190009
6804,Mail Order Bride,2003,0.788215
6805,Shattered Glass,2003,6.0872
6806,Suspended Animation,2001,0.124863
6807,The Matrix Revolutions,2003,15.368205
6808,The Revolution Will Not Be Televised,2003,1.845605
6809,Elf,2003,8.754132
6810,Standard Time,2002,0.00239
6811,Billabong Odyssey,2003,0.003916
6812,Gloomy Sunday,1999,0.737097
6813,In My Skin,2002,2.686234
6814,Just an American Boy,2003,0.002353
6815,Love Actually,2003,10.586815
6816,Love Forbidden,2002,0.128164
6817,Father of the Bride,1991,5.490622
6818,My Architect,2003,0.466477
6819,Looney Tunes: Back in Action,2003,13.666488
6820,Master and Commander: The Far Side of the World,2003,8.693298
6821,Tupac: Resurrection,2003,2.409278
6822,The Big Empty,2003,2.441745
6823,The Missing,2003,8.975439
6824,The Cat in the Hat,2003,13.706053
6825,Gothika,2003,10.939066
6826,21 Grams,2003,6.372278
6827,The Barbarian Invasions,2003,4.125182
6828,Blue Gate Crossing,2002,2.389238
6829,Bad Santa,2003,10.930143
6830,The Haunted Mansion,2003,11.605735
6831,Timeline,2003,6.982762
6832,Marquis,1989,0.914873
6833,Damage,1992,6.384589
6834,OT: Our Town,2002,0.052777
6835,Devil's Playground,2002,1.078421
6836,Dance with a Stranger,1985,2.050411
6837,Journeys with George,2002,0.202712
6838,Darkman,1990,8.899418
6839,Dead of Night,1945,6.954993
6840,Death Machine,1994,9.217153
6841,The Last Battle,1983,2.524734
6842,Desk Set,1957,2.007373
6843,Europa,1991,3.16238
6844,The Watermelon Woman,1996,0.090481
6845,Final Analysis,1992,4.43707
6846,The Freshman,1990,4.470254
6847,Funny Games,1997,9.314129
6848,Tales from the Crypt,1972,4.407775
6849,New Jack City,1991,12.979446
6850,Slacker,1990,4.520146
6851,WarGames,1983,8.321647
6852,Mr. Hobbs Takes a Vacation,1962,3.04045
6853,Ordet,1955,3.132172
6854,Forbidden Games,1952,3.936747
6855,Jane Eyre,1943,2.188029
6856,A Tale of Two Cities,1935,7.737271
6857,The Passion of Joan of Arc,1928,8.903953
6858,Ben-Hur: A Tale of the Christ,1925,2.301098
6859,The Cabinet of Dr. Caligari,1920,7.191271
6860,Broken Blossoms,1919,3.185824
6861,Gorky Park,1983,4.598954
6862,The First Great Train Robbery,1979,5.393807
6863,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,4.627865
6864,Guarding Tess,1994,8.847461
6865,Hannah and Her Sisters,1986,9.57874
6866,The Hard Way,1991,7.122938
6867,Hercules in New York,1969,3.97439
6868,Highlander II: The Quickening,1991,8.032638
6869,Hoffa,1992,5.027522
6870,House of Cards,1993,4.946028
6871,Housesitter,1992,4.569249
6872,Hudson Hawk,1991,9.782014
6873,Invasion of the Body Snatchers,1978,5.219641
6874,Mindwalk,1990,0.1223
6875,Kafka,1991,7.693274
6876,Kindergarten Cop,1990,3.67003
6877,King Ralph,1991,5.169223
6878,Knight Moves,1992,7.431507
6879,The Last Boy Scout,1991,10.550259
6880,Last Tango in Paris,1972,12.74564
6881,Lorenzo's Oil,1992,9.968395
6882,The Lover,1992,7.281965
6883,Matador,1986,3.518094
6884,Mr. Destiny,1990,4.414928
6885,The Night of the Hunter,1955,7.892337
6886,Nowhere to Run,1993,9.812648
6887,Only the Lonely,1991,10.313689
6888,Over the Top,1987,8.431956
6889,Passenger 57,1992,18.451321
6890,Presumed Innocent,1990,7.025657
6891,Project X,1987,10.000775
6892,Proof,1991,2.616309
6893,Pure Luck,1991,2.07443
6894,Battle Royale,2000,12.701098
6895,The Wedding Banquet,1993,2.709403
6896,"Salò, or the 120 Days of Sodom",1975,7.705479
6897,A Midnight Clear,1992,7.210452
6898,Summer School,1987,4.912295
6899,Silverado,1985,8.748084
6900,Quick Change,1990,4.122959
6901,Rabid,1977,11.284126
6902,Radio Flyer,1992,5.618237
6903,The Real McCoy,1993,3.790875
6904,Revenge,1990,7.429491
6905,The Secret of My Success,1987,5.409557
6906,Show Me Love,1998,10.58342
6907,Streets of Fire,1984,6.958758
6908,Teen Wolf,1985,10.940057
6909,High Heels,1991,4.563892
6910,Things You Can Tell Just by Looking at Her,1999,4.166882
6911,Thunderheart,1992,3.212558
6912,To Live and Die in L.A.,1985,6.186999
6913,Trapped in Paradise,1994,4.720595
6914,Betty Blue,1986,6.493744
6915,Vivre Sa Vie,1962,11.30591
6916,Wild at Heart,1990,8.528622
6917,The Witches,1990,8.208991
6918,The Witches of Eastwick,1987,13.031671
6919,Year of the Dragon,1985,7.505786
6920,Nothing to Lose,1997,6.287242
6921,Flying Down to Rio,1933,5.110346
6922,Follow the Fleet,1936,6.363505
6923,What's New Pussycat?,1965,2.705723
6924,Mary of Scotland,1936,4.466335
6925,Roberta,1935,5.424847
6926,Little Women,1949,5.551702
6927,Swing Time,1936,6.507597
6928,The Public Enemy,1931,4.841185
6929,A Midsummer Night's Dream,1935,2.110653
6930,Life with Father,1947,0.880277
6931,National Velvet,1944,2.307369
6932,Jesus Christ Superstar,1973,4.980716
6933,Dark Victory,1939,7.607677
6934,Birdman of Alcatraz,1962,4.471515
6935,Aguirre: The Wrath of God,1972,10.996826
6936,Beauty and the Beast,1946,4.798852
6937,The Birth of a Nation,1915,5.113205
6938,The Blue Kite,1994,2.16468
6939,Juliet of the Spirits,1965,5.348359
6940,Last Year at Marienbad,1961,8.334883
6941,The Tragedy of Macbeth,1971,4.52244
6942,Red River,1948,6.09018
6943,A Woman Under the Influence,1974,8.824282
6944,Stagecoach,1939,7.970462
6945,A Shot in the Dark,1964,6.872888
6946,The Navigator,1924,3.031803
6947,The Court Jester,1955,3.940121
6948,Bullitt,1968,7.01973
6949,Way Down East,1920,1.649987
6950,Jezebel,1938,11.277226
6951,The Hunchback of Notre Dame,1939,4.42224
6952,42nd Street,1933,4.718154
6953,I'm No Angel,1933,1.533379
6954,That Touch of Mink,1962,2.995169
6955,Sweet Dreams,1985,1.29382
6956,"Play It Again, Sam",1972,5.526401
6957,Send Me No Flowers,1964,2.163293
6958,Pygmalion,1938,1.272174
6959,A Passage to India,1984,11.842837
6960,Black Orpheus,1959,1.888428
6961,Amarcord,1973,5.871166
6962,Hero,2002,9.861765
6963,Horse Feathers,1932,5.17213
6964,Anna Karenina,1935,1.810574
6965,The Front Page,1974,5.789565
6966,Attraction,2001,0.532948
6967,Looking for Mr. Goodbar,1977,7.637221
6968,Rivers and Tides,2001,0.759653
6969,The Girl from Paris,2001,0.795662
6970,Seven Days to Noon,1950,0.493914
6971,Nausicaä of the Valley of the Wind,1984,11.267366
6972,CrissCross,1992,0.015894
6973,Doc Hollywood,1991,10.068517
6974,Dragnet,1987,7.907938
6975,MadHouse,1990,1.766022
6976,1941,1979,7.812379
6977,A Shot at Glory,2000,2.104859
6978,Black and White in Color,1976,0.8529
6979,Foul Play,1978,4.789542
6980,Crime Story,1993,6.188664
6981,Beyond the Clouds,1995,7.047574
6982,Blind Beast,1969,2.219862
6983,Ryan's Daughter,1970,4.340461
6984,Accident,1967,1.68989
6985,Cabeza de Vaca,1991,1.348021
6986,The Collector,1965,3.059377
6987,Deep Red,1975,8.543908
6988,Diabolique,1955,6.028408
6989,Leprechaun,1993,9.096254
6990,Royal Space Force - The Wings Of Honneamise,1987,2.988405
6991,Crazy People,1990,3.057685
6992,Dark Wolf,2003,0.944886
6993,Adam's Rib,1949,3.651233
6994,King of Hearts,1966,2.202136
6995,Naked Lunch,1991,7.919299
6996,Grass,1999,2.601702
6997,Spring Forward,1999,1.409447
6998,The Killing of a Chinese Bookie,1976,2.037561
6999,Run,1991,5.857368
7000,Things to Come,1936,2.638559
7001,Queen of Hearts,1989,0.693409
7002,Darling,1965,1.79142
7003,A Summer Place,1959,4.834431
7004,A Night at the Opera,1935,9.587994
7005,Metalstorm: The Destruction of Jared-Syn,1983,1.996342
7006,The Element of Crime,1984,2.924388
7007,Shoot the Piano Player,1960,8.277811
7008,Stolen Kisses,1968,6.564465
7009,The Cooler,2003,10.694443
7010,El Bonaerense,2002,0.695413
7011,In America,2003,5.067308
7012,The Legend of Leigh Bowery,2002,0.110649
7013,My Flesh and Blood,2003,0.178846
7014,Honey,2003,11.863954
7015,The Last Samurai,2003,19.582325
7016,Forget Baghdad: Jews and Arabs - The Iraqi Connection,2002,0.002374
7017,What Alice Found,2003,0.28813
7018,Big Fish,2003,14.739983
7019,Love Don't Cost a Thing,2003,3.812555
7020,Something's Gotta Give,2003,8.524847
7021,Stuck on You,2003,6.96675
7022,Girl with a Pearl Earring,2003,7.008512
7023,The Statement,2003,3.235594
7024,The Lord of the Rings: The Return of the King,2003,29.324358
7025,Mona Lisa Smile,2003,10.527191
7026,Calendar Girls,2003,5.109575
7027,The Fog of War,2003,4.109188
7028,The Hebrew Hammer,2003,2.369273
7029,House of Sand and Fog,2003,9.245145
7030,Two Men Went To War,2002,0.196537
7031,Monster,2003,7.189024
7032,Cheaper by the Dozen,2003,7.364297
7033,Cold Mountain,2003,9.645543
7034,Paycheck,2003,12.571789
7035,Peter Pan,2003,8.98628
7036,The Company,2003,7.803563
7037,Young Black Stallion,2003,1.269123
7038,Japanese Story,2003,5.17434
7039,Secret Things,2002,3.768411
7040,Chasing Liberty,2004,5.950792
7041,My Baby's Daddy,2004,5.513522
7042,Aileen: Life and Death of a Serial Killer,2003,3.502005
7043,Distant,2002,2.432672
7044,Along Came Polly,2004,15.725542
7045,Teacher's Pet,2004,0.491334
7046,Torque,2004,5.574983
7047,Crimson Gold,2003,1.276138
7048,Osama,2003,2.066368
7049,The Great Gatsby,1974,5.702638
7050,Wuthering Heights,1992,5.215985
7051,Odds Against Tomorrow,1959,1.56193
7052,Ship of Fools,1965,3.235694
7053,Lord Love a Duck,1966,0.533987
7054,There's a Girl in My Soup,1970,6.627273
7055,This Property Is Condemned,1966,3.732049
7056,Real Men,1987,1.144734
7057,Once Upon a Crime,1992,1.984181
7058,Beyond Therapy,1987,0.647205
7059,Buster,1988,1.645134
7060,"Car 54, Where Are You?",1994,1.060709
7061,Jane Eyre,1971,0.475569
7062,Blame It on the Bellboy,1992,7.777791
7063,Only the Strong,1993,7.96433
7064,The Adventures of Ford Fairlane,1990,3.834949
7065,Bonjour Tristesse,1958,2.743088
7066,The Enforcer,1951,1.893149
7067,The Men,1950,5.670881
7068,Ransom,1975,2.168976
7069,The Pick-up Artist,1987,3.799983
7070,Melvin Goes to Dinner,2003,1.097895
7071,The Court-Martial of Billy Mitchell,1955,0.288597
7072,Crime Spree,2003,2.529571
7073,Beyond Re-Animator,2003,3.826178
7074,Final Cut,1998,0.468304
7075,Hells Angels on Wheels,1967,6.325139
7076,The Wind and the Lion,1975,8.627187
7077,Mon oncle,1958,11.06066
7078,Where the Boys Are,1960,0.804731
7079,Dr. Jekyll and Mr. Hyde,1941,2.225578
7080,Monsieur  Hulot's Holiday,1953,4.328916
7081,My Darling Clementine,1946,8.869419
7082,People Will Talk,1951,1.276632
7083,I Was a Male War Bride,1949,1.853079
7084,Divorce American Style,1967,1.539648
7085,Kiss Them for Me,1957,0.786831
7086,To Have and Have Not,1944,10.003167
7087,High Sierra,1941,6.27696
7088,Dark Passage,1947,6.287228
7089,The Ox-Bow Incident,1943,5.546182
7090,They Drive by Night,1940,2.190797
7091,Micki & Maude,1984,1.053524
7092,Platinum Blonde,1931,1.974577
7093,Reefer Madness,1936,1.602866
7094,D.O.A.,1950,7.005083
7095,The Boy with Green Hair,1948,1.345564
7096,Pumping Iron,1977,5.866383
7097,No Good Deed,2002,4.165629
7098,The Trouble with Angels,1966,1.452646
7099,Cool World,1992,11.781895
7100,Money for Nothing,1993,4.08938
7101,The Silencers,1966,2.311461
7102,"Where Angels Go, Trouble Follows",1968,1.088001
7103,Heat and Dust,1983,0.090019
7104,Mesmerized,1985,1.0085
7105,La Strada,1954,5.948021
7106,Ichi the Killer,2001,8.992796
7107,A Boy and His Dog,1975,8.386787
7108,The Last Tycoon,1976,2.709464
7109,Ashes and Diamonds,1958,2.896039
7110,Marooned,1969,1.785956
7111,King David,1985,0.937702
7112,Kanał,1957,2.599731
7113,Cat Chaser,1989,0.547716
7114,Intolerance: Love's Struggle Throughout the Ages,1916,4.282118
7115,The Beast of Yucca Flats,1961,0.93079
7116,Tormented,1960,0.93057
7117,The Violent Years,1956,0.129098
7118,Chitty Chitty Bang Bang,1968,13.852147
7119,The Legend of Suriyothai,2001,1.236038
7120,Plaza Suite,1971,4.597434
7121,The Out of Towners,1970,1.945528
7122,Where the Day Takes You,1992,1.403849
7123,The Three Stooges in Orbit,1962,0.445183
7124,It,1927,0.594437
7125,The Butterfly Effect,2004,12.994939
7126,Win a Date with Tad Hamilton!,2004,5.924226
7127,Touching the Void,2003,7.594022
7128,The Big Bounce,2004,6.496271
7129,The Perfect Score,2004,6.2425
7130,You Got Served,2004,3.707216
7131,Latter Days,2003,3.334942
7132,Barbershop 2:  Back in Business,2004,8.353739
7133,Catch That Kid,2004,5.226389
7134,Miracle,2004,8.248999
7135,An Amazing Couple,2002,0.108259
7136,The Dreamers,2003,6.685981
7137,The Lost Skeleton of Cadavra,2001,2.073869
7138,Who's the Man?,1993,0.862854
7139,Love at Large,1990,4.633638
7140,Hangin' With The Homeboys,1991,2.675068
7141,Sleep with Me,1994,6.398905
7142,Just Between Friends,1986,0.159657
7143,Super Fly,1972,1.222538
7144,A Piece of the Action,1977,1.266846
7145,Let's Do It Again,1975,1.411831
7146,Uptown Saturday Night,1974,2.008129
7147,Hell's Kitchen,1998,2.973539
7148,The Innocent,1993,0.505207
7149,Daddy and Them,2001,8.404739
7150,The Wilby Conspiracy,1975,2.552926
7151,Blacula,1972,2.697458
7152,Scream Blacula Scream,1973,1.059192
7153,Da Hip Hop Witch,2000,0.221645
7154,Swing Shift,1984,1.787996
7155,Trespass,1992,9.879725
7156,Thirteen,2003,14.379879
7157,Simple Men,1992,1.595591
7158,The Sailor Who Fell from Grace with the Sea,1976,0.000308
7159,Foolish Wives,1922,0.838095
7160,"Silent Night, Bloody Night",1972,3.86571
7161,The Sin of Harold Diddlebock,1947,0.557728
7162,Pontiac Moon,1994,0.690606
7163,Best Defense,1984,1.975174
7164,50 First Dates,2004,11.134888
7165,Welcome to Mooseport,2004,3.832792
7166,After Life,2002,0.097876
7167,Face,2002,0.003027
7168,Kitchen Stories,2003,6.164594
7169,The Code,2002,0.903935
7170,Monsieur Ibrahim,2003,8.260823
7171,Vanishing Point,1971,5.184013
7172,Diary of a Country Priest,1951,2.957558
7173,The Thief of Bagdad,1924,3.878515
7174,The Diary of Anne Frank,1959,5.733434
7175,Allegro non troppo,1976,1.115905
7176,Black Widow,1987,3.245911
7177,Herod's Law,1999,1.955107
7178,Flesh + Blood,1985,13.006729
7179,King Solomon's Mines,1985,6.138795
7180,The Black Pirate,1926,1.570282
7181,Raw Deal,1986,9.292099
7182,"Goodbye, Mr. Chips",1939,9.042737
7183,"Follow Me, Boys!",1966,4.249146
7184,Fire Birds,1990,2.65559
7185,Robot Stories,2003,1.097132
7186,Against the Ropes,2004,1.381022
7187,Confessions of a Teenage Drama Queen,2004,7.423275
7188,EuroTrip,2004,6.275468
7189,The Passion of the Christ,2004,13.194168
7190,Club Dread,2004,6.57613
7191,Dirty Dancing: Havana Nights,2004,4.475359
7192,Twisted,2004,5.376246
7193,Alila,2003,0.172669
7194,"Good bye, Lenin!",2003,10.605595
7195,Hidalgo,2004,8.140709
7196,Starsky & Hutch,2004,10.776138
7197,The Reckoning,2003,3.529565
7198,Persona,1966,8.862628
7199,The Passion of Anna,1969,2.575461
7200,Walk on the Wild Side,1962,1.123864
7201,Tokyo Joe,1949,0.799256
7202,The Serpent's Egg,1977,2.055321
7203,Fire Down Below,1957,1.021429
7204,Le Corbeau,1943,1.957418
7205,The Front,1976,2.81672
7206,Pickup on South Street,1953,6.366499
7207,The Damned,1969,2.212979
7208,American Gun,2002,0.246518
7209,Richard III,1955,1.971284
7210,Quartet,1981,0.248291
7211,Just One of the Guys,1985,3.922068
7212,The Chase,1966,3.082889
7213,The Kiss,1988,0.646642
7214,Wisconsin Death Trip,1999,0.853628
7215,The Wrong Arm of the Law,1963,0.677273
7216,Agent Cody Banks 2: Destination London,2004,12.59201
7217,The Girl Next Door,2004,13.083718
7218,Secret Window,2004,9.524283
7219,Spartan,2004,7.364519
7220,Broken Wings,2002,1.046869
7221,Games People Play,2004,0.002353
7222,How to Draw a Bunny,2002,0.002692
7223,Wilbur Wants to Kill Himself,2002,2.651412
7224,Clifford,1994,2.459293
7225,Mad Dog and Glory,1993,4.769347
7226,The Wind in the Willows,1996,1.410322
7227,Night Crossing,1982,1.132689
7228,Peyton Place,1957,1.990531
7229,Searching for Debra Winger,2002,0.439424
7230,Walk Like a Man,1987,0.927452
7231,Dawn of the Dead,2004,13.157873
7232,Eternal Sunshine of the Spotless Mind,2004,12.906327
7233,Taking Lives,2004,7.85646
7234,The Child I Never Was,2002,0.473153
7235,Intermission,2003,3.715985
7236,Noi the Albino,2003,1.709303
7237,Jersey Girl,2004,5.706507
7238,The Ladykillers,2004,13.106691
7239,Never Die Alone,2004,6.212433
7240,Scooby-Doo 2: Monsters Unleashed,2004,7.65458
7241,A Foreign Affair,2003,0.85986
7242,Dogville,2003,9.808595
7243,Ned Kelly,2003,11.478361
7244,Hellboy,2004,13.206854
7245,Home on the Range,2004,8.555544
7246,The Prince & Me,2004,11.631511
7247,Walking Tall,2004,10.577565
7248,The United States of Leland,2003,10.087404
7249,Johnson Family Vacation,2004,3.223039
7250,The Alamo,2004,12.240901
7251,Ella Enchanted,2004,11.316988
7252,The Whole Ten Yards,2004,7.15606
7253,I'm Not Scared,2003,4.422618
7254,Shade,2003,5.864457
7255,Since Otar Left,2003,0.512099
7256,Twentynine Palms,2003,1.516165
7257,The Ten Commandments,1956,11.14704
7258,Dawn of the Dead,1978,19.24201
7259,"Brother Sun, Sister Moon",1972,1.763243
7260,One Million Years B.C.,1966,4.091602
7261,Prey for Rock & Roll,2003,0.834421
7262,"Mother, Jugs & Speed",1976,5.016085
7263,Bandolero!,1968,1.469044
7264,The Slugger's Wife,1985,0.000308
7265,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,1965,5.191425
7266,Cheaper by the Dozen,1950,2.084567
7267,Scenes from a Marriage,1973,2.845693
7268,Baby the Rain Must Fall,1965,0.598636
7269,Belles on their Toes,1952,0.875278
7270,Ned Kelly,1970,0.695389
7271,Beyond the Stars,1989,0.989423
7272,Mac,1992,0.810792
7273,The Food of the Gods,1976,1.451687
7274,Food of the Gods II,1989,1.159883
7275,Anna,1988,0.117614
7276,Road to Bali,1952,2.713688
7277,The Flying Deuces,1939,3.60402
7278,Africa Screams,1949,5.021009
7279,Jack and the Beanstalk,1952,1.556265
7280,High Risk,1981,0.809031
7281,The Osterman Weekend,1983,9.425108
7282,Munchies,1987,1.107734
7283,The Cat and the Canary,1979,0.175357
7284,Hangman's Curse,2003,0.965268
7285,Going in Style,1979,1.32675
7286,The Late Show,1977,0.78483
7287,The Sunshine Boys,1975,2.055346
7288,Jersey Girl,1992,1.085018
7289,The American Nightmare,2000,0.309421
7290,After Hours,1985,6.583161
7291,Viva Las Vegas,1964,6.363489
7292,Love and Anarchy,1973,0.614959
7293,Hitman Hart: Wrestling with Shadows,1998,1.226662
7294,Connie and Carla,2004,9.502332
7295,Kill Bill: Vol. 2,2004,21.533072
7296,The Punisher,2004,18.250919
7297,Paper Clips,2004,0.224164
7298,A Thousand Clouds of Peace,2003,0.160085
7299,Young Adam,2003,5.235419
7300,"This So-Called Disaster: Sam Shepard Directs ""The Late Henry Moss""",2003,0.053866
7301,13 Going on 30,2004,12.632595
7302,Man on Fire,2004,9.635691
7303,Clifford's Really Big Movie,2004,2.182797
7304,MC5: A True Testimonial,2002,0.009044
7305,Envy,2004,13.094205
7306,Godsend,2004,11.271148
7307,Laws of Attraction,2004,5.739139
7308,Mean Girls,2004,11.454835
7309,Mickey,2004,0.33262
7310,New York Minute,2004,5.659198
7311,Van Helsing,2004,12.643312
7312,The Mudge Boy,2003,7.137026
7313,Valentin,2003,1.756683
7314,Breakin' All the Rules,2004,5.414749
7315,Troy,2004,15.387275
7316,Carandiru,2003,4.345806
7317,Coffee and Cigarettes,2003,5.32553
7318,Strayed,2003,2.202524
7319,Dance Me Outside,1995,0.499984
7320,The Boys in the Band,1970,2.502984
7321,Raid,2003,0.366841
7322,D-Tox,2002,13.374415
7323,Swimming to Cambodia,1987,0.225249
7324,Watch on the Rhine,1943,0.958211
7325,Under Fire,1983,2.780331
7326,Enemy Mine,1985,9.802889
7327,Enter the Dragon,1973,10.687757
7328,Foreign Land,1996,1.567614
7329,The Rolling Stones: Gimme Shelter,1970,2.336022
7330,Good Morning,1959,2.284852
7331,Happy Together,1997,5.933971
7332,Henry & June,1990,4.459959
7333,Berkeley in the Sixties,1990,0.10664
